Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO RNX S.A. (conglomerado); ;5;1;1;5;2422;116;2349;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SEMEAR (conglomerado); ;28;1;1;29;152915;5799;147796;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado);11,67;1582;30;83;572;7103800;3282424;4689180;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOPÁZIO S.A. (conglomerado); ;26;5;7;20;12133;11103;2460;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TRATON BRASIL S.A. (conglomerado); ;3;2;3;2;1019;0;1019;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11703662;BANCO TRAVELEX S.A.; ;1;0;0;1;22142;22136;24;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78626983;BANCO VR S.A.; ;11;0;0;3;43287;719;42706;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES (conglomerado);51,33;262;63;77;214;1502524;1470114;416380;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62073200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; ;12;0;0;6;4164;4154;121;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANK OF CHINA (BRASIL) (conglomerado); ;58;0;0;53;117880;3263;114851;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANQI IP (conglomerado); ;141;20;22;126;4859163;4859163;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);37,18;1892;80;214;714;5757230;4161395;4339834;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);25,85;22802;93;2091;1014;80883474;74644535;38265191;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC S.A. (conglomerado); ;43;3;5;25;21750;0;21750;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;45283173;BBVA BRASIL BANCO DE INVESTIMENTO S.A.; ;3;0;0;1;3;0;3;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ABN AMRO CLEARING (conglomerado); ;27;0;0;21;1;1;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ARBI S.A. (conglomerado);45,99;63;34;32;67;695053;695053;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO COOPERATIVO SICREDI (conglomerado); ;246;0;0;16;10414504;10383537;325046;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO CSF S.A. (conglomerado);30,22;1978;95;298;631;9853411;0;9853411;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DA AMAZONIA S.A. (conglomerado); ;52;9;13;35;708729;659749;219383;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DAYCOVAL S.A (conglomerado);39,19;2233;32;95;753;2428902;535758;1988403;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DE LAGE LANDEN BRASIL S.A. (conglomerado); ;10;1;1;9;39938;6;39934;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DE SE S.A. (conglomerado);57,66;219;42;61;151;1056491;868742;454074;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DO PA S.A. (conglomerado);124,40;366;89;139;235;1114172;992954;491006;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO NORDESTE DO BRASIL S.A. (conglomerado); ;256;9;14;170;10903524;10421331;3646961;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO FIBRA S.A. (conglomerado); ;12;3;9;4;162635;7753;155939;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INBURSA S.A. (conglomerado);276,34;1017;111;215;525;778084;3;778081;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TOYOTA DO BRASIL S.A. (conglomerado); ;73;12;17;52;158275;15225;143702;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TRIANGULO S.A. (conglomerado); ;97;11;18;59;1677817;719542;1189946;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BECKER FINANCEIRA S.A. - CFI (conglomerado); ;7;1;1;7;218931;2;218930;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BEES IP (conglomerado); ;1;1;0;3;152;152;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BK IP (conglomerado); ;21;6;14;9;363404;363402;2;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);122,91;5993;239;1132;1293;9206496;5193562;6296759;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;9;1;1;7;58852;48639;31626;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado); ;276;22;31;197;459239;10354;449110;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);51,74;33228;474;5718;2688;110494968;104541140;45293962;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);136,73;3402;409;1341;1114;9804440;5082876;5342367;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BS2 (conglomerado); ;108;28;30;100;392150;388007;8313;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);32,23;8458;169;857;1473;26578046;21394930;10286448;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BULLLA IP (conglomerado); ;120;28;59;57;620493;544014;156719;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);25,87;21615;187;4075;992;157475727;156030198;29578412;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;87;0;0;64;1081;1046;124;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CALCARD IP (conglomerado); ;89;24;31;67;914664;0;914664;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;8;0;0;8;62289;61138;4700;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CELCOIN IP (conglomerado);34,90;497;198;279;353;7985634;7985634;1;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CIELO IP (conglomerado); ;247;4;21;47;1448360;1448249;127;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;18;0;0;12;17970;17757;1038;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARA IP (conglomerado); ;13;2;7;4;19354;16815;7044;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARO PAY IP (conglomerado);43,30;124;38;50;95;1145410;1145410;0;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLOUDWALK IP (conglomerado);9,55;1334;53;135;525;14095675;14095145;79004;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO SCFI (conglomerado);359,31;3102;331;1082;1036;3010229;1983194;1836864;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;46241852;COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;10;0;0;2;464;0;464;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COOPER CARD IP (conglomerado); ;28;2;2;28;309397;75517;291627;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CORA SCFI (conglomerado); ;304;19;29;199;2429529;2416794;102019;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDI SHOP S.A. (conglomerado); ;17;1;1;14;668183;0;668183;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDIARE CFI (conglomerado); ;37;7;11;23;272305;63;272245;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM IP (conglomerado);25,19;447;63;91;309;3616865;0;3616865;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA S.A. CFI (conglomerado);115,68;3749;309;912;1297;7883544;3793218;4862757;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO - PRUDENCIA (conglomerado); ;30;5;8;18;105144;105138;6;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DM FINANCEIRA CFI (conglomerado);135,21;733;179;304;432;2250494;429;2250423;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DOCK IP (conglomerado);12,19;192;41;47;166;3888248;3847396;43893;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EAGLE SCD (conglomerado); ;38;9;13;27;0;0;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EBANX IP (conglomerado);29,75;149;63;76;123;2564728;2564728;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EDENRED SOLUCOES E IP AHA (conglomerado); ;16;6;7;14;868865;863520;6891;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EFI S.A. IP (conglomerado);135,76;179;80;89;161;658008;657259;44096;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP - (conglomerado); ;17;7;13;9;662892;662892;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EWALLY IP (conglomerado); ;8;2;2;8;2331;2331;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FACTA S.A. CFI (conglomerado);2.660,20;6738;502;3591;942;1349798;686;1349119;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FINAMAX S.A. CFI (conglomerado); ;19;3;6;9;32612;1226;31402;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FISERV DO BRASIL IP (conglomerado); ;20;4;20;4;8527;8398;129;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FITBANK IP (conglomerado);235,69;67;30;34;60;142132;142132;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FLAGSHIP IP (conglomerado); ;13;1;4;3;102351;102351;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FLASH TECNOLOGIA IP (conglomerado); ;13;2;2;13;433215;408585;27581;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FORIS GFS BR IP (conglomerado); ;8;1;2;4;332529;332529;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZINCRED SCFI (conglomerado); ;10;0;0;7;141205;70835;82988;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;105;27;36;79;2170867;2170581;11133;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;84;10;12;71;506;506;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GOOGLE PAY BRASIL IP (conglomerado); ;13;1;1;9;0;0;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRAZZIOTIN FINANCEIRA (conglomerado); ;8;4;4;8;158083;1;158082;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;163;24;34;116;558706;143;558644;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HS FINANCEIRA (conglomerado); ;33;8;10;26;231558;573;231044;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;73;9;9;75;89639;4156;86291;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);96,37;11140;353;3862;1014;40066015;39799461;8299967;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);45,13;28923;520;4525;3437;100248541;84467103;52834510;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;IUGU IP (conglomerado);171,45;96;38;44;82;259469;259466;3;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JBCRED S.A. SCFI (conglomerado); ;74;6;9;47;59913;0;59913;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;10;0;0;3;4378;4362;98;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;49288113;KANASTRA FINANCEIRA S.A, CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;0;0;1;708;708;1;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;KIWIFY IP (conglomerado); ;5;1;5;1;0;0;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;KREDILIG S.A. - CFI (conglomerado); ;23;3;5;15;427725;10;427721;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;LEBES FINANCEIRA S.A. - CFI (conglomerado); ;34;1;2;20;366865;40;366826;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;LECCA (conglomerado);2.146,64;147;55;60;134;28107;62;28045;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MAGALUPAY IP (conglomerado);9,03;154;31;33;131;3681087;3681078;40;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO BITCOIN IP (conglomerado); ;19;1;1;13;24329;24329;0;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO PAGO IP (conglomerado);51,58;11025;512;3414;1748;66179957;65997828;15263986;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);306,60;5081;503;2541;1034;8287086;5487993;4606567;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;4;0;0;5;17900;397;17575;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MÊNTORE IP (conglomerado);238,44;362;153;253;219;1060623;1060623;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MIDWAY S.A. - SCFI (conglomerado); ;1108;22;45;546;9019524;4412657;7257018;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEGRESCO S.A. - CFI (conglomerado); ;30;1;1;23;556112;740;555373;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON PAGAMENTOS IP (conglomerado);34,58;2563;363;903;1064;26111285;26084645;4082339;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NG CASH IP (conglomerado);12,43;75;30;38;59;3067165;3067165;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NOVO BCO CONTINENTAL S.A. - BM (conglomerado); ;85;7;13;47;21355;21355;0;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NU PAGAMENTOS (conglomerado);12,67;39389;78;1386;1977;109315016;107429767;67737881;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NVIO BRASIL BITSO IP (conglomerado); ;43;7;16;19;1317405;1317405;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OKTO IP (conglomerado); ;12;1;2;6;29;29;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado);23,08;416;33;44;317;1891766;6628;1885855;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ONEKEY PAYMENTS IP (conglomerado); ;15;1;1;12;144;144;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);74,00;744;63;105;445;1423341;25551;1402853;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OURIBANK (conglomerado); ;56;14;13;62;1507836;1504906;3121;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGARE IP (conglomerado); ;10;2;5;4;71;0;71;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBRASIL IP (conglomerado); ;29;0;0;21;0;0;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGCERTO IP (conglomerado); ;10;1;3;3;79796;79796;0;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGSEGURO (conglomerado);47,31;5880;355;1595;1173;33715297;33631692;2649059;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGUEVELOZ IP (conglomerado); ;232;25;50;116;4370148;4370144;4;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado);72,43;604;86;151;344;2084607;13463;2071655;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAY4FUN IP S.A. (conglomerado); ;2;1;1;2;23;23;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAYPAL DO BRASIL IP (conglomerado); ;51;5;6;40;231175;231173;2;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PEFISA S.A. (conglomerado);88,90;834;238;418;475;4700407;4560224;2671005;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PICPAY (conglomerado);50,06;9316;702;3286;1981;65633305;65531596;9414717;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINBANK BRASIL IP (conglomerado); ;17;1;1;15;26979;26979;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado);943,01;3061;577;2172;813;2303733;13338;2291339;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PLUXEE IP (conglomerado); ;45;9;14;29;2080793;2080793;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);108,22;1537;144;355;623;3282524;9;3282524;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PROVER PROMOCAO DE VENDAS IP (conglomerado); ;10;4;4;11;169;169;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;QISTA S.A. CFI (conglomerado); ;48;8;11;35;122430;0;122430;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;QUERO-QUERO VERDECARD IP (conglomerado); ;110;19;23;91;693665;437254;322042;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;REALIZE SCFI (conglomerado);14,95;978;45;99;446;6598394;47;6598360;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY IP (conglomerado);27,92;1070;160;345;497;12354211;12351889;388027;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;40;2;4;20;326502;322208;10026;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;12815827;ROADCARD INSTITUICAO DE PAGAMENTO INTEGRADO DA LOGISTICA S.A.; ;4;0;0;1;3039;3039;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;13;1;1;13;28976;1372;27740;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RPW S/A SCFI (conglomerado); ;20;1;4;5;7;7;0;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);137,54;2625;274;608;1208;4418712;1354762;3328765;
2025;3º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);29,25;24095;176;2038;1809;69660783;64961127;26387946;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTINVEST (conglomerado); ;7;2;3;5;11875;98;11777;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SEM PARAR IP (conglomerado); ;117;5;8;74;305755;0;305755;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFFNET IP (conglomerado);87,56;162;46;68;116;773332;509871;360495;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SERVNET IP (conglomerado); ;5;1;2;3;32200;31931;310;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SHPP BRASIL IP (conglomerado);13,04;337;73;91;271;6958833;6958830;3;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA CFI (conglomerado); ;23;2;3;14;17794;46;17749;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCINAL S.A. CFI (conglomerado); ;132;19;30;84;3407;536;2887;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);198,20;534;157;288;291;1452450;1442898;78427;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;48755901;SOLFÁCIL SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;12;0;0;6;136;0;136;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STARK SCD (conglomerado); ;44;1;2;26;1611;1605;254;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STELLANTIS (conglomerado); ;61;6;9;41;224935;675;224291;
2025;3º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE IP (conglomerado);13,03;1390;67;173;538;13301438;13301279;169;
