Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ASAAS GESTAO FINANCEIRA IP (conglomerado);72,02;162;66;78;137;1083544;1083541;109;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO BARI DE INVESTIMENTO E FINANCI. (conglomerado); ;95;22;31;68;92037;49599;53226;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15114366;BANCO BOCOM BBM S.A.; ;3;0;0;1;9524;8000;2352;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO C6 (conglomerado);48,67;5531;340;1562;1293;32084644;28308882;7351465;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;10;1;1;8;33143;944;32352;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO DIGIMAIS (conglomerado);887,62;349;94;118;279;132470;5252;127964;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31880826;BANCO GUANABARA S.A.; ;4;0;0;1;1845;1789;464;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;53518684;BANCO HSBC S.A.; ;15;0;0;5;6039;6023;135;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07656500;BANCO KDB DO BRASIL S.A.; ;5;0;0;2;179;167;15;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO MASTER (conglomerado);220,74;5536;770;2431;1773;11012864;11010947;2125;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO PAULISTA (conglomerado); ;17;0;0;3;98057;11395;87025;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01023570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; ;3;0;0;1;3880;3801;1523;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO RIBEIRÃO PRETO (conglomerado);47.187,78;280;195;236;231;5009;4828;1491;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SEMEAR (conglomerado); ;18;0;0;9;157804;5811;152688;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado); ;1529;15;35;663;7041659;3337163;4581564;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOPÁZIO S.A. (conglomerado); ;22;4;7;13;11996;10964;2473;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;58017179;BANCO VOLVO BRASIL S.A.; ;5;1;5;1;9377;41;9340;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78626983;BANCO VR S.A.; ;5;0;0;2;25696;506;25329;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES (conglomerado);37,69;193;52;56;178;1495741;1463271;413773;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62073200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; ;7;0;0;1;4301;4292;119;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANK OF CHINA (BRASIL) (conglomerado); ;113;5;5;122;120302;3253;117289;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANQI IP (conglomerado); ;106;20;27;79;4698157;4698157;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);30,85;1705;80;175;778;5670528;4049503;4331860;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);22,20;18965;119;1776;1271;79972615;73918143;37727664;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC S.A. (conglomerado); ;30;1;1;24;19515;0;19515;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ABN AMRO CLEARING (conglomerado); ;11;0;0;5;1;1;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ARBI S.A. (conglomerado); ;57;15;20;42;659145;659145;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO COOPERATIVO SICREDI (conglomerado); ;116;1;5;24;10141528;10110798;319113;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO CSF S.A. (conglomerado);25,73;1467;108;249;636;9679985;0;9679985;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DA AMAZONIA S.A. (conglomerado); ;38;5;6;30;693007;643159;214117;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DAYCOVAL S.A (conglomerado);38,54;1720;36;93;673;2400692;515895;1978188;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DE SE S.A. (conglomerado); ;156;29;42;106;867470;867470;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DO PA S.A. (conglomerado);107,29;331;86;118;242;1096337;975080;477041;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO NORDESTE DO BRASIL S.A. (conglomerado); ;225;12;18;153;10598492;10072952;3512961;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO FIBRA S.A. (conglomerado); ;12;2;3;7;164719;7453;158285;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INBURSA S.A. (conglomerado);500,03;1072;188;378;533;756176;3;756173;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TOYOTA DO BRASIL S.A. (conglomerado); ;65;7;9;49;161506;15226;146952;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TRIANGULO S.A. (conglomerado); ;89;15;20;67;1753368;706864;1281995;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20443996;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;6;1;6;1;213443;2;213442;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BK IP (conglomerado); ;14;5;14;5;729080;729080;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);79,44;4838;230;817;1377;10285659;5590394;7274544;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado); ;211;18;29;129;467757;10283;457698;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);60,58;29749;648;6672;2837;110113531;104277315;44961182;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);171,97;3009;511;1368;1155;7957095;4923623;3605605;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BS2 (conglomerado);96,38;120;43;46;111;482290;479040;8240;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);36,89;6816;226;967;1466;26210956;20909639;10079248;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BULLLA IP (conglomerado); ;40;9;19;19;558843;484002;140628;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);24,82;19530;256;3894;1284;156878744;155387904;29328382;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;49;0;0;45;1024;987;124;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CALCARD IP (conglomerado); ;59;14;16;52;862334;0;862334;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;6;0;0;2;59887;59887;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CELCOIN IP (conglomerado);65,62;692;273;447;423;6805234;6805234;1;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CIELO IP (conglomerado); ;253;4;32;32;1280737;1280626;127;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;22;0;0;12;17468;17236;1070;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;41538335;CLARA INSTITUICAO DE PAGAMENTO LTDA.; ;9;2;3;7;16460;13687;8187;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARO PAY IP (conglomerado); ;78;29;37;61;1184992;1184992;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLOUDWALK IP (conglomerado);8,32;1239;46;97;586;11682195;11681472;7974;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO SCFI (conglomerado);338,73;2043;388;898;943;2651160;1623270;1664334;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;46241852;COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;8;0;0;4;387;0;387;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COOPER CARD IP (conglomerado); ;11;1;2;6;305826;66649;293243;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CORA SCFI (conglomerado);20,77;314;38;49;244;2353394;2341143;94455;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDI SHOP S.A. (conglomerado); ;8;0;0;2;670343;0;670343;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDIARE CFI (conglomerado); ;19;5;5;18;271838;65;271778;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM IP (conglomerado);24,66;358;68;90;271;3641884;0;3641884;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA S.A. CFI (conglomerado);122,53;2700;357;854;1176;6966985;3148809;4507524;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO - PRUDENCIA (conglomerado); ;28;13;13;28;84530;84524;6;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DM FINANCEIRA CFI (conglomerado);98,99;523;162;222;382;2244128;429;2244059;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DOCK IP (conglomerado);19,19;241;62;71;210;3707349;3668817;40587;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EAGLE SCD (conglomerado); ;30;4;8;16;0;0;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EBANX IP (conglomerado);21,59;113;57;64;101;2953264;2953264;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EDENRED SOLUCOES E IP AHA (conglomerado); ;17;1;3;6;810899;805734;6710;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EFI S.A. IP (conglomerado);102,81;154;52;63;127;613310;612631;39788;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;33449007;EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS INSTITUICAO DE PAGAMENTO LTDA; ;9;0;0;2;462862;462862;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;7;0;0;1;83380;83380;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10789035;FACILITA INSTITUICAO DE PAGAMENTO S/A; ;4;1;2;2;0;0;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FACTA S.A. CFI (conglomerado);1.032,26;3364;386;1517;856;1469530;686;1468852;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;14;0;0;7;33443;1254;32204;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FISERV DO BRASIL IP (conglomerado); ;19;1;3;7;5215;5084;131;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FITBANK IP (conglomerado); ;74;23;30;57;109546;109546;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FLAGSHIP IP (conglomerado); ;7;1;1;5;92146;92146;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FORIS GFS BR IP (conglomerado); ;15;6;10;9;332686;332686;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZINCRED SCFI (conglomerado); ;6;0;0;3;134785;64963;82304;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado); ;92;26;34;71;2016271;2016087;11304;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;82;13;18;60;267525;510;267103;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06339468;GRAZZIOTIN FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;4;1;2;2;132468;1;132467;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;110;16;21;85;526181;150;526118;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HS FINANCEIRA (conglomerado); ;31;7;10;21;230669;572;230156;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;76;12;14;64;4243;4243;0;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);84,87;9386;398;3239;1146;38166254;37925594;7686122;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);39,35;24722;567;3933;3260;99941644;83779409;52979370;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;IUGU IP (conglomerado);225,04;142;65;60;154;266319;266319;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JBCRED S.A. SCFI (conglomerado); ;50;4;6;34;57511;0;57511;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;4;0;0;2;0;0;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;KANASTRA FINANCEIRA CFI (conglomerado); ;5;1;2;3;682;682;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;KREDILIG S.A. - CFI (conglomerado); ;15;1;2;10;432168;10;432164;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;17;2;4;9;362780;9;362771;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;LECCA (conglomerado); ;86;21;23;78;32096;68;32028;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MAGALUPAY IP (conglomerado); ;95;18;24;72;3545994;3545985;40;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO BITCOIN IP (conglomerado); ;9;1;5;2;22359;22359;0;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO PAGO IP (conglomerado);54,05;10225;606;3396;1871;62824224;62599484;13572345;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);260,88;3833;554;2091;1020;8015076;5381747;4414028;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;9;0;0;2;17763;424;17411;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MIDWAY S.A. - SCFI (conglomerado);7,64;934;35;68;483;8850787;4250446;7224529;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;11;1;2;5;549806;732;549076;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON PAGAMENTOS IP (conglomerado);31,75;2149;387;837;1012;26356020;26329717;3768579;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NOVO BCO CONTINENTAL S.A. - BM (conglomerado); ;77;15;20;58;21846;21846;0;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NU PAGAMENTOS (conglomerado);12,96;22686;121;1381;2191;106495979;104679871;65676502;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NVIO BRASIL BITSO IP (conglomerado); ;26;6;7;21;1310782;1310782;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OKTO IP (conglomerado); ;16;2;3;11;23;23;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado);18,97;333;32;38;263;2022834;8841;2016348;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ONEKEY PAYMENTS IP (conglomerado); ;8;0;0;1;132;132;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);32,38;463;42;59;328;1830592;445227;1404467;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OURIBANK (conglomerado); ;77;0;0;39;1495774;1492676;3248;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGARE IP (conglomerado); ;14;7;11;9;65;0;65;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGCERTO IP (conglomerado); ;9;2;2;9;75343;75343;0;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGSEGURO (conglomerado);48,47;5022;389;1602;1105;33050761;32952234;1899553;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGUEVELOZ IP (conglomerado); ;175;22;34;112;3955530;3955526;4;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado);77,18;512;98;136;368;1766542;13580;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;40820176;PAY BROKERS IP INSTITUICAO DE PAGAMENTO LTDA.; ;5;0;0;3;76;76;0;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;44815065;PAY2ALL INSTITUICAO DE PAGAMENTO LTDA; 0 ;3;0;0;1;13;13;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAY4FUN IP S.A. (conglomerado); ;14;17;10;25;22;22;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAYPAL DO BRASIL IP (conglomerado); ;63;10;12;51;228087;228085;2;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PEFISA S.A. (conglomerado);32,88;671;188;302;418;9176365;9176365;0;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PICPAY (conglomerado);40,83;6629;760;2610;1920;63907113;63819644;8577150;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINBANK BRASIL IP (conglomerado); ;12;1;3;4;27042;27042;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado);584,63;1681;576;1279;757;2187801;13149;2175447;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PLUXEE IP (conglomerado); ;47;9;14;31;2068649;2068649;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);138,22;1378;195;442;608;3197291;9;3197291;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20308187;PROVER PROMOCAO DE VENDAS INSTITUICAO DE PAGAMENTO LTDA; ;10;2;5;4;152;152;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;QISTA S.A. CFI (conglomerado); ;56;18;23;44;113835;0;113835;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;QUERO-QUERO VERDECARD IP (conglomerado); ;127;17;22;97;657449;422333;298497;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;REALIZE CFI (conglomerado);18,14;776;68;118;446;6519025;47;6518992;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY IP (conglomerado);31,02;902;213;355;542;11452187;11450918;258755;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;29;7;10;23;325064;320892;9369;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;12815827;ROADCARD INSTITUICAO DE PAGAMENTO INTEGRADO DA LOGISTICA S.A.; ;4;0;0;1;2795;2795;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;9;0;0;3;29354;1372;28123;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06249129;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;7;0;0;2;7;7;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);140,45;2412;266;623;1113;4438410;1362690;3337584;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);29,96;19005;191;2063;1717;68852132;64015047;26831355;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;18;0;0;6;11979;102;11877;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFFNET IP (conglomerado); ;122;19;47;49;748270;478398;367641;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SHPP BRASIL IP (conglomerado);12,90;224;61;77;178;5948666;5948663;3;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA CFI (conglomerado); ;25;5;5;24;12100;43;12057;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCINAL S.A. CFI (conglomerado); ;71;10;13;55;3276;536;2755;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);174,14;423;191;249;327;1429243;1414763;159950;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STARK SCD (conglomerado); ;51;14;17;43;0;0;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STELLANTIS (conglomerado); ;51;7;8;44;201203;686;200550;
2025;2º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE IP (conglomerado);17,76;1220;99;223;544;12527949;12527793;165;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22121209;STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA; ;3;0;0;1;85;0;85;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP IP (conglomerado); ;74;25;45;41;130;0;130;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUPERBID PAY IP (conglomerado); ;11;3;7;5;490306;490306;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SWAP IP (conglomerado); ;46;20;21;44;2279494;2270231;470742;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;13;1;1;9;44193;12;44181;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TRANSFEERA IP (conglomerado); ;19;2;6;6;3021;3021;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TRANSFERO IP (conglomerado); ;6;1;6;1;11;11;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VALOR CFI (conglomerado); ;34;16;20;27;37171;3;37168;
