Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;17;1;1;17;252345;1075;251289;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado);180,57;417;71;99;299;548361;288;548203;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);38,39;2240;196;391;1138;10174971;7821533;3810712;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;5;0;0;1;4;4;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WISE BRASIL CC (conglomerado); ;87;17;34;43;0;0;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;XP (conglomerado);38,20;818;156;242;529;6342313;6335532;1171011;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;63;11;12;57;250650;278;250415;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35810871;Z1 INSTITUIÇÃO DE PAGAMENTO LTDA.; ;21;15;14;23;0;0;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZEMA CFI (conglomerado); ;97;24;26;89;342315;41893;318482;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZERO IP (conglomerado); ;8;2;3;5;22124;22124;0;
2025;2º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZOOP TECNOLOGIA IP (conglomerado); ;109;17;22;84;721437;721435;2;
