Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;62073200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; ;33;0;0;20;4527;4516;127;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANK OF CHINA (BRASIL) (conglomerado); ;29;0;0;9;114313;2851;111670;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANQI IP (conglomerado); ;138;19;20;128;4989328;4989328;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);36,59;1484;85;214;591;5847024;4288297;4367068;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BARU SCFI (conglomerado); ;7;1;7;1;545;0;545;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);19,36;23611;64;1608;940;82994859;76966227;38773132;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC S.A. (conglomerado); ;57;6;8;42;26053;0;26053;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ABN AMRO CLEARING (conglomerado); ;12;0;0;4;1;1;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO ARBI S.A. (conglomerado); ;91;29;38;69;767021;748181;61945;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO COOPERATIVO SICREDI (conglomerado); ;85;0;0;14;10840805;10807361;341525;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO CSF S.A. (conglomerado);12,78;1856;41;124;612;9724064;4;9724064;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DA AMAZONIA S.A. (conglomerado); ;81;17;20;69;743101;696309;231886;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DAYCOVAL S.A (conglomerado);42,99;2024;35;109;654;2525324;560469;2061421;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DE LAGE LANDEN BRASIL S.A. (conglomerado); ;9;1;5;2;39980;6;39976;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DE SE S.A. (conglomerado);52,10;211;41;55;161;1049641;833491;567666;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO EST. DO PA S.A. (conglomerado);197,90;472;153;228;317;1151095;1029768;505023;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO DO NORDESTE DO BRASIL S.A. (conglomerado); ;336;13;21;210;11230018;10754434;3923423;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO FIBRA S.A. (conglomerado); ;23;3;5;14;159105;8185;152055;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INBURSA S.A. (conglomerado);166,04;604;79;143;333;862947;3;862944;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO INDUSCRED DE INVESTIM. S/A (conglomerado); ;5;0;0;3;107;32;85;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO KDB BRASIL S.A. (conglomerado); ;5;0;0;1;184;169;19;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TOYOTA DO BRASIL S.A. (conglomerado); ;65;17;23;48;150177;15242;135540;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BCO TRIANGULO S.A. (conglomerado);38,66;197;34;47;143;1211316;58636;1162902;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BECKER FINANCEIRA S.A. - CFI (conglomerado); ;5;0;0;2;171380;2;171379;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BELVO IP (conglomerado); ;2;0;0;1;0;0;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BK IP (conglomerado); ;14;9;9;14;192374;192373;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10506341;BLU INSTITUIÇÃO DE PAGAMENTO LTDA.; ;33;0;0;26;43076;43076;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);77,00;4188;174;718;1062;9330712;5299010;6399284;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;9;1;2;5;61968;54109;33280;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado); ;141;13;16;115;416949;9437;407725;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);48,92;35387;348;5398;2508;110328071;104488816;45022685;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);386,13;5613;724;3541;1220;9169209;5127621;4665464;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BS2 (conglomerado);166,10;121;53;60;107;360814;356657;8280;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);42,81;7867;239;1173;1496;27389127;22363653;10661658;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BULLLA IP (conglomerado);204,30;201;100;137;147;669272;576368;175635;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);23,12;21753;165;3659;981;158194617;156414826;30470353;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;107;0;0;87;1100;1068;129;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CALCARD IP (conglomerado); ;109;18;21;95;995175;0;995175;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CARUANA SCFI (conglomerado); ;13;3;4;10;65900;64753;4561;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CELCOIN IP (conglomerado);12,97;473;78;142;260;10932983;10932983;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CIELO IP (conglomerado); ;224;7;22;71;1765571;1765466;124;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;16;0;0;9;15566;15377;969;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARA IP (conglomerado); ;6;0;0;2;23149;20536;7643;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLARO PAY IP (conglomerado);83,66;201;65;100;131;1191994;1191994;0;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CLOUDWALK IP (conglomerado);6,67;1683;40;121;558;18158220;18151729;320849;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO SCFI (conglomerado);224,87;2960;472;1272;1157;5656074;4671473;2205097;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;46241852;COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;9;0;0;1;543;0;543;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CONTA PRONTA IP (conglomerado); ;2;0;0;1;38786;38786;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COOPER CARD IP (conglomerado); ;39;1;1;34;537742;337091;288401;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CORA SCFI (conglomerado); ;234;22;29;178;2708587;2695161;140207;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDI SHOP S.A. (conglomerado); ;32;3;3;33;652779;0;652779;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDIARE CFI (conglomerado); ;29;2;3;22;211952;65;211888;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM IP (conglomerado);22,82;479;53;81;312;3565537;0;3565537;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA S.A. CFI (conglomerado);79,60;2475;272;656;1035;8245584;3808788;5237865;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO - PRUDENCIA (conglomerado); ;81;22;43;41;264312;264306;6;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DM SCFI (conglomerado);84,20;893;205;361;507;4290966;2889655;2324269;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DOCK IP (conglomerado);11,35;262;47;73;169;6415039;6356877;64874;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EAGLE SCD (conglomerado); ;26;8;11;19;1506;0;1506;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EBANX IP (conglomerado);165,56;92;37;53;64;321240;321240;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EDENRED SOLUCOES E IP AHA (conglomerado); ;23;4;9;10;881674;876171;6958;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EFI S.A. IP (conglomerado);82,91;176;42;58;126;696988;696121;43924;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP - (conglomerado); ;21;3;9;7;1125458;1103416;22064;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FACILITA IP (conglomerado); ;4;0;0;1;128;128;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FACTA S.A. CFI (conglomerado);984,99;3353;363;1552;784;1576128;686;1575449;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FINAMAX S.A. CFI (conglomerado); ;13;0;0;4;31111;1141;29984;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FINAXIS (conglomerado); ;6;1;3;2;3371;3371;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FISERV DO BRASIL IP (conglomerado); ;8;1;8;1;12554;12424;130;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FITS IP (conglomerado); ;56;24;34;40;250158;250158;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FLAGSHIP IP (conglomerado); ;7;1;2;3;104264;104264;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FLASH TECNOLOGIA IP (conglomerado); ;2;0;0;1;450816;419920;34632;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FORIS GFS BR IP (conglomerado); ;20;5;13;8;338177;338177;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZINCRED SCFI (conglomerado); ;15;0;0;9;146828;75751;85797;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado);28,89;129;56;71;102;2450868;2450470;11235;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;121;20;27;89;277926;513;277501;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GOLCRED (conglomerado); ;9;1;2;5;49068;26;49046;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GOOGLE PAY BRASIL IP (conglomerado); ;10;0;0;3;0;0;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;180;24;36;119;613947;119;613906;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HS FINANCEIRA (conglomerado); ;57;16;24;38;230400;574;229885;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;IFOOD PAGO IP (conglomerado); ;91;23;32;66;855620;855618;2;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;56;14;18;44;95473;3816;92427;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);34,86;8097;167;1506;890;43178240;42890455;9090207;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;34747388;ISSUER INSTITUICAO DE PAGAMENTO LTDA.; ;2;0;0;3;968;960;8;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);34,12;27703;361;3442;3223;100863694;86338993;52288264;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;IUGU IP (conglomerado); ;58;19;26;43;274982;274979;3;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JBCRED S.A. SCFI (conglomerado); ;60;4;6;38;62951;0;62951;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;JP MORGAN CHASE (conglomerado); ;14;0;0;5;4495;4479;99;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;49288113;KANASTRA FINANCEIRA S.A, CREDITO, FINANCIAMENTO E INVESTIMENTO; ;14;0;0;3;248;248;1;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;KREDILIG S.A. - CFI (conglomerado); ;20;2;3;12;407653;10;407648;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;LEBES FINANCEIRA SCFI (conglomerado); ;45;7;11;28;406530;42;406489;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;LECCA (conglomerado);3.121,08;232;67;87;179;27823;60;27763;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MAGALUPAY IP (conglomerado); ;105;5;6;89;3647731;3619325;29369;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MAX IP (conglomerado); ;22;2;4;10;1;1;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO BITCOIN (conglomerado); ;16;2;5;6;43225;43225;0;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO PAGO IP (conglomerado);30,26;11177;379;2157;1660;71283946;71108298;17288136;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);178,93;3632;360;1585;852;8860725;5726037;4945802;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;11;2;3;7;18489;399;18163;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MÊNTORE IP (conglomerado);216,64;414;176;273;267;1259670;1259670;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MIDWAY S.A. - SCFI (conglomerado); ;1406;27;65;586;9543345;4901283;7395420;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MT IP (conglomerado);210.836,54;120;31;85;44;401;401;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NAIP IP (conglomerado); ;48;19;22;42;2335133;2334252;984;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEGRESCO S.A. - CFI (conglomerado); ;34;1;1;29;566635;754;565881;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON PAGAMENTOS IP (conglomerado);30,55;2843;311;817;1043;26732860;26676837;4669411;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NG CASH IP (conglomerado);16,58;104;54;66;85;3984373;3984373;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NOVO BCO CONTINENTAL S.A. - BM (conglomerado);67,42;239;52;77;162;1137859;19908;1131033;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NU PAGAMENTOS (conglomerado);10,65;31143;78;1223;1748;114737784;112731689;71386430;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NVIO BRASIL BITSO IP (conglomerado); ;47;11;16;32;1327017;1327017;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OKTO IP (conglomerado); ;15;0;0;4;41;41;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado);22,67;500;31;44;344;1954368;3752;1951029;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ONEKEY PAYMENTS IP (conglomerado); ;7;0;0;2;153;153;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ORIGINAL (conglomerado);55,24;861;42;73;493;1327737;25223;1307444;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OURIBANK (conglomerado); ;69;4;4;67;1526253;1523317;3189;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBRASIL TECNOLOGIA IP (conglomerado); ;58;0;0;37;1;1;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGCERTO IP (conglomerado); ;13;1;3;5;87769;87769;0;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGSEGURO (conglomerado);27,83;4920;179;944;900;33925503;33794213;2758706;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGSMILE IP (conglomerado); ;10;0;0;5;0;0;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGUEVELOZ IP (conglomerado); ;261;26;39;176;5143423;5143419;4;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado);38,83;403;80;116;277;2997245;10453;2987142;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARATI CFI (conglomerado);41.341,58;1690;245;725;571;17540;7;17533;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAY4FUN IP S.A. (conglomerado); ;8;0;0;3;35;35;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAYPAL DO BRASIL IP (conglomerado); ;53;5;6;43;237771;237685;90;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PEFISA S.A. (conglomerado);86,94;878;217;418;456;4805481;4662275;2495145;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PICPAY (conglomerado);37,22;9459;514;2563;1567;68839517;68640687;12046573;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINBANK BRASIL IP (conglomerado); ;35;14;25;20;27574;27574;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado);192,31;1149;253;521;558;2708850;13553;2696341;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PLUXEE IP (conglomerado); ;54;6;12;26;1450001;1450001;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);150,52;1738;180;529;591;3516562;9;3516562;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PROTOTYPE IP (conglomerado); ;45;15;15;45;771;771;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;QISTA S.A. CFI (conglomerado); ;67;12;14;59;79642;0;79642;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;QUERO-QUERO VERDECARD IP (conglomerado); ;78;17;17;77;721891;489052;305561;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;REALIZE SCFI (conglomerado);10,66;1126;32;72;502;6729707;47;6729674;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY IP (conglomerado);24,42;1063;177;336;577;13758569;13754485;600782;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;27;4;6;18;315290;310933;10564;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;18;3;7;8;26212;1375;24958;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RPW S/A SCFI (conglomerado); ;55;17;21;45;32309;9;32301;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);148,07;2377;271;630;1057;4255799;1249220;3274923;
2026;1º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);34,49;24301;187;2471;1605;71632364;67188187;25900344;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTINVEST (conglomerado); ;13;1;2;6;11848;91;11757;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SCANIA (conglomerado); ;2;0;0;1;7872;23;7866;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SEM PARAR IP (conglomerado); ;182;15;26;104;1976638;1976638;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFFNET IP (conglomerado);142,67;252;97;129;193;907290;573834;451684;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SERVNET IP (conglomerado); ;8;1;4;2;55493;55493;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SHPP BRASIL IP (conglomerado);12,73;434;88;134;286;10487778;10487775;3;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA CFI (conglomerado); ;20;6;8;16;19637;52;19586;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOCINAL S.A. CFI (conglomerado); ;112;8;11;83;3723;532;3205;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);169,28;495;164;254;318;1502235;1488311;116968;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;48755901;SOLFÁCIL SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;18;0;0;10;84;0;84;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STARK SCD (conglomerado); ;65;11;16;44;2199;2198;337;
