Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STELLANTIS (conglomerado); ;138;11;15;98;296208;628;295614;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE IP (conglomerado);30,77;1676;91;376;406;12226025;12225871;162;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STRIPE BRASIL IP PRUDENCIAL (conglomerado); ;14;1;4;4;86;0;86;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP IP (conglomerado); ;96;7;15;45;127;0;127;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUPERBID PAY IP (conglomerado); ;18;6;11;10;486126;486126;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SWAP IP (conglomerado); ;68;29;34;58;3017030;3001089;495170;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SWILE IP (conglomerado); ;18;6;14;8;50670;50670;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TBANKS IP (conglomerado); ;10;1;10;1;1;1;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TODESCREDI S/A - CFI (conglomerado); ;8;0;0;2;47780;12;47768;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TRANSFEERA IP (conglomerado); ;6;2;4;3;2520;2520;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TRANSFERO IP (conglomerado); ;4;2;4;2;11;11;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TRIO IP (conglomerado); ;27;9;17;14;307;307;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;TYCOON TECHNOLOGY IP (conglomerado); ;36;17;20;30;2302;2302;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;V3 IP (conglomerado); ;8;2;8;2;46257;46257;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VALOR CFI (conglomerado); ;63;15;20;48;41161;3;41158;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VIA CERTA CFI (conglomerado); ;41;2;2;33;271799;742;271072;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado);253,81;565;96;168;322;663668;307;663487;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);58,37;2821;209;566;1087;9693214;7615213;3680625;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOX IP (conglomerado); ;20;5;9;11;357506;0;357506;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VR (conglomerado); ;17;3;9;6;47128;2980;44331;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WESTERN UNION (conglomerado); ;12;1;4;3;4;4;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WISE BRASIL CC (conglomerado);13,53;176;48;66;128;4875304;4875304;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WOOVI IP (conglomerado); ;30;13;23;17;4009;4009;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;XP (conglomerado);26,42;881;92;192;422;7268056;7265596;1185918;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;84;11;13;69;270947;276;270710;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;Z1 INSTITUIÇÃO DE PAGAMENTO (conglomerado); ;3;0;0;1;38;38;0;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZEMA CFI (conglomerado); ;112;16;22;81;324849;42344;300094;
2026;1º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ZERO IP (conglomerado); ;19;6;13;9;76193;76193;0;
