Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade total de reclamações respondidas;Quantidade de reclamações procedentes;Quantidade de reclamações procedentes extrapoladas;Quantidade total de reclamações analisadas;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;31;11;12;28;185403;5786;180447;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO SICOOB (conglomerado); ;881;19;36;469;6854711;3281679;4429119;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;15;1;3;6;11863;10833;2502;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANCO TOYOTA DO BRASIL S.A. (conglomerado); ;40;8;12;27;165510;15228;151011;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;106;13;18;76;1664059;679837;1202020;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESE (conglomerado); ;115;28;42;78;1059411;886834;439961;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANESTES (conglomerado);27,80;157;43;41;165;1471427;1436121;424260;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BANRISUL (conglomerado);17,36;1102;51;94;595;5439788;3910151;4155450;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BARIGUI (conglomerado);633,85;149;54;59;136;93336;51162;53221;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BB (conglomerado);18,17;12446;158;1419;1386;78075019;71899066;36880238;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BBC (conglomerado); ;15;1;3;5;15446;0;15446;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;16814330;BK INSTITUIÇÃO DE PAGAMENTO S.A.; ;8;1;3;3;2;0;2;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMG (conglomerado);41,46;3607;152;443;1272;10683602;6175974;7148795;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BMW (conglomerado); ;5;1;5;1;57813;45640;30612;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNP PARIBAS (conglomerado);70,20;418;31;44;292;632073;10442;621871;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BNQI - FINANCEIRO (conglomerado); ;93;17;26;61;6833183;6833183;0;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRADESCO (conglomerado);35,89;18522;717;3917;3194;109110309;103555991;43580008;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BRB (conglomerado);230,03;4131;646;1782;1492;7746537;4859733;3465981;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);36,27;6287;222;932;1458;25708158;19973859;9885111;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;BULLLA (conglomerado); ;31;7;18;12;70202;0;70202;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;C6 BANK (conglomerado);67,18;5504;545;2119;1490;31543636;27715404;7967971;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);21,33;15086;315;3289;1445;154165425;152557799;28869152;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CAIXA GERAL (conglomerado); ;41;0;0;25;1052;1024;110;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37122487;CALCRED S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;26;0;0;16;152023;0;152023;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CCB (conglomerado); ;49;2;3;27;125086;3300;122052;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13935893;CELCOIN INSTITUICAO DE PAGAMENTO S.A.;34,10;407;154;234;268;6856638;6856638;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;26225776;CENTROCRED S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;6;0;0;5;129791;72;129719;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01027058;CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO; ;219;1;5;41;1763351;1763247;119;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CITIBANK (conglomerado); ;14;0;0;5;19268;18986;1158;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;18189547;CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA; ;628;20;43;292;8664883;8664883;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COBUCCIO (conglomerado);212,60;1138;337;464;818;2180627;1219028;1537375;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;COLOMBO (conglomerado); ;31;2;4;17;264172;65;264116;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;46241852;COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;6;0;0;1;247;0;247;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;12473687;CONTA PRONTA INSTITUICAO DE PAGAMENTO LTDA; ;3;1;3;1;33268;33268;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05938780;COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.; ;15;1;3;5;295505;36123;287750;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;37880206;CORA SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;251;20;32;157;2213163;2205605;80389;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDI-SHOP (conglomerado); ;19;0;0;6;673390;0;673390;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREDSYSTEM (conglomerado); ;207;10;17;119;4855959;0;4855959;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;CREFISA (conglomerado);60,46;1545;197;374;820;6178147;3289781;3482223;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DAYCOVAL (conglomerado);67,04;2060;63;156;834;2320949;473650;1938540;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;25021356;DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.; ;10;2;4;5;167175;167169;6;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;DMCARD (conglomerado);86,85;537;113;207;296;2385149;428;2385086;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13370835;DOCK INSTITUIÇÃO DE PAGAMENTO S.A.;20,36;193;47;74;122;3650236;3617465;34280;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;EAGLE (conglomerado); ;6;0;0;1;0;0;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;21018182;EBANX INSTITUICAO DE PAGAMENTOS LTDA.; ;73;29;52;41;1371915;1371915;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00714671;EWALLY INSTITUIÇÃO DE PAGAMENTO S.A.; ;15;9;9;15;91578;91578;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;500,08;2652;484;1442;890;2883958;686;2883280;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;27;0;0;12;38309;1335;36986;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;FISERV (conglomerado); ;21;2;11;4;132;0;132;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13203354;FITBANK INSTITUIÇÃO DE PAGAMENTO S.A.;1.001,62;128;70;80;112;79870;79870;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;23114447;FLAGSHIP INSTITUICAO DE PAGAMENTOS LTDA; ;5;1;5;1;93343;93343;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;32223020;FLASH TECNOLOGIA E  INSTITUICAO DE PAGAMENTO LTDA; ;9;1;9;1;339708;321327;20571;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;39993186;FORIS GFS BR INSTITUICAO DE PAGAMENTO LTDA; ;6;0;0;1;314938;314938;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GAZIN (conglomerado); ;7;0;0;1;120551;53322;75515;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GENIAL (conglomerado);45,62;132;63;76;110;1656925;1656882;12999;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GERENCIANET (conglomerado);95,96;91;32;52;56;541880;541649;28276;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GM (conglomerado); ;52;4;6;34;249600;506;249183;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06339468;GRAZZIOTIN FINANCEIRA S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;5;1;3;2;81953;1;81952;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado); ;153;26;42;83;458970;455700;7720;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;GRUPO ZEMA (conglomerado);161,21;153;63;66;146;409527;40875;386792;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HERVAL - HS (conglomerado); ;33;5;12;14;226315;572;225805;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;HONDA (conglomerado); ;91;12;16;69;463094;150;463031;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;109;21;30;77;83931;4499;80275;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;INTER (conglomerado);74,96;6769;459;2634;1181;35128488;34939883;5707082;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;34747388;ISSUER INSTITUICAO DE PAGAMENTO LTDA.; ;2;0;0;1;19;0;19;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;ITAU (conglomerado);41,27;19389;681;4066;3728;98503297;81713942;52927337;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;15111975;IUGU INSTITUIÇÃO DE PAGAMENTO S.A.;1.030,63;451;204;287;321;278098;274190;6492;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;43;3;5;26;51569;0;51569;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;23;1;3;8;421602;10;421596;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;29;1;2;17;390470;9;390461;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07652226;LECCA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5.348,55;606;110;165;403;30926;82;30844;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;61;4;5;47;225473;0;225473;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;13884775;MAGALUPAY INSTITUIÇÃO DE PAGAMENTO S.A.; ;88;25;35;62;12018531;12018519;86;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MASTER (conglomerado);154,13;2916;709;1585;1312;10285671;9686710;5796834;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;11351086;MERCADO BITCOIN INSTITUICAO DE PAGAMENTO LTDA; ;14;0;0;2;22005;22005;0;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCADO PAGO (conglomerado);31,18;6394;505;1874;1746;60105579;59843932;10632381;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);307,88;3740;700;2476;1065;8043541;5230095;4506891;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;5;0;0;2;17736;417;17391;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;8,36;936;39;73;503;8674185;3833320;7349925;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;35;1;2;17;538281;707;537578;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NEON (conglomerado);27,08;1598;353;680;836;25123599;25098210;3434036;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;74;8;13;47;1173776;24285;1169654;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NUBANK (conglomerado);12,22;15113;168;1232;2284;100770273;99046377;60655605;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;NVIO BRASIL (conglomerado); ;26;6;16;10;1291547;1291547;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;OMNI (conglomerado); ;265;27;37;193;2212740;10786;2205745;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;35210410;ONEKEY PAYMENTS INSTITUICAO DE PAGAMENTO SA; ;17;5;12;7;97;97;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;78632767;OURIBANK S.A. BANCO MÚLTIPLO; ;42;2;4;23;1215462;1212636;2937;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado);79,26;5289;715;2599;1350;32790396;32667618;1510770;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03816413;PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.;14,16;197;59;80;146;5621197;5621193;4;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PARANÁ BANCO (conglomerado);1.211,56;2236;520;1250;930;1031918;13194;1019208;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;20757199;PAY4FUN INSTITUICAO DE PAGAMENTO S.A.; ;60;12;33;22;110137;110137;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;10878448;PAYPAL DO BRASIL INSTITUIÇÃO DE PAGAMENTO LTDA.; ;34;3;5;22;221908;221906;2;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;33,59;796;241;400;480;11895477;11730316;3033057;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PICPAY (conglomerado);29,03;4307;651;1748;1529;60212142;60147854;6770681;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;17079937;PINBANK BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.; ;11;4;11;4;29693;29693;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PINE (conglomerado);927,91;2253;540;1334;912;1437650;12944;1425393;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;30798783;PLUXEE INSTITUIÇÃO DE PAGAMENTO BRASIL S.A.; 0 ;17;0;0;2;1495349;1495349;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;PORTO SEGURO (conglomerado);88,59;947;143;285;475;3217852;9;3217852;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;36583700;QISTA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;42;7;13;22;108342;0;108342;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;01722480;QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.; ;48;9;15;28;625487;397589;291484;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;695;11;18;420;6312413;47;6312380;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RECARGAPAY (conglomerado);27,60;632;126;268;297;9711881;9710586;54149;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RENDIMENTO (conglomerado); ;22;9;13;15;306390;302446;8286;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;RODOBENS (conglomerado); ;18;2;4;10;29875;1457;28595;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;06249129;RPW S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;10;2;10;2;21652;7;21645;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SAFRA (conglomerado);137,44;2274;309;690;1044;5019857;1605793;3678247;
2024;4º;Top 15 - Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SANTANDER (conglomerado);33,65;16012;305;2317;1973;68852135;63217627;27435675;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SENFF (conglomerado); ;103;26;49;54;636490;394735;314151;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SHPP (conglomerado);17,27;143;54;58;134;3335484;3335481;3;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SICREDI (conglomerado); ;328;2;29;23;9582573;9554413;298998;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SIMPALA (conglomerado); ;17;3;10;5;8198;36;8162;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SINOSSERRA (conglomerado); ;2;0;0;1;10231;157;10085;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;112;20;29;76;3094;530;2578;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SOFISA (conglomerado);95,53;256;92;124;182;1301977;1289966;294458;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STARK (conglomerado);41.780,25;94;60;64;88;1534;1534;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STELLANTIS (conglomerado); ;34;5;8;21;140186;687;139529;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;STONE (conglomerado);11,83;670;60;130;309;10987863;10987705;166;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;22121209;STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA; ;7;0;0;3;83;0;83;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;SUMUP (conglomerado); ;96;27;53;49;742;0;742;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;31680151;SWAP INSTITUIÇÃO DE PAGAMENTO S.A.; ;26;5;16;8;1873734;1848490;389164;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;09473806;TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;7;0;0;2;41838;12;41826;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;27084098;TRANSFEERA INSTITUIÇÃO DE PAGAMENTO S.A; ;40;3;40;3;1972;1972;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;07799277;VALOR S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;24;2;6;8;35621;0;35621;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;30;1;2;16;248047;1072;246996;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOLKSWAGEN (conglomerado);140,72;240;49;66;177;472135;287;471976;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;VOTORANTIM (conglomerado);30,92;1984;268;476;1128;15391272;12977246;3960962;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;WISE (conglomerado); ;35;2;6;12;0;0;0;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;XP (conglomerado);43,49;674;150;256;395;5885028;5877900;1142329;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;38;6;9;26;239810;278;239567;
2024;4º;Demais Bancos, Financeiras e Instituições de Pagamento;Banco/financeira;19468242;ZOOP TECNOLOGIA & INSTITUICAO DE PAGAMENTO S.A.; ;42;5;9;23;708910;708910;0;
